data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
01/10/2020;21,0;sim;29,0;sim;37,0;sim;0,0;sim;2;45;;não;;não;;;;;;;;;;;
30/09/2020;20,0;sim;28,5;sim;37,0;sim;0,0;sim;1;44;;não;;não;;;;;;;;;;;
29/09/2020;19,0;sim;28,0;sim;37,0;sim;2,07;sim;0;43;;não;;não;;;;;;;;;;;
28/09/2020;19,0;sim;27,5;sim;36,0;sim;3,26;sim;0;42;;não;;não;;;;;;;;;;;
27/09/2020;22,0;sim;29,0;sim;36,0;sim;0,0;sim;5;41;;não;;não;;;;;;;;;;;
26/09/2020;20,0;sim;27,5;sim;35,0;sim;0,0;sim;4;40;;não;;não;;;;;;;;;;;
25/09/2020;18,0;sim;24,5;sim;31,0;sim;0,0;sim;3;39;;não;;não;;;;;;;;;;;
24/09/2020;14,0;sim;22,0;sim;30,0;sim;0,0;sim;2;38;;não;;não;;;;;;;;;;;
23/09/2020;16,0;sim;20,0;sim;24,0;sim;0,0;sim;1;37;;não;;não;;;;;;;;;;;
22/09/2020;17,0;sim;19,0;sim;21,0;sim;9,2;sim;0;36;;não;;não;;;;;;;;;;;
21/09/2020;18,0;sim;20,5;sim;23,0;sim;0,03;sim;1;35;;não;;não;;;;;;;;;;;
20/09/2020;18,0;sim;22,5;sim;27,0;sim;5,21;sim;0;34;;não;;não;;;;;;;;;;;
19/09/2020;19,0;sim;27,0;sim;35,0;sim;0,04;sim;29;33;;não;;não;;;;;;;;;;;
18/09/2020;18,0;sim;27,0;sim;36,0;sim;0,05;sim;28;32;;não;;não;;;;;;;;;;;
17/09/2020;18,0;sim;26,0;sim;34,0;sim;0,0;sim;27;31;;não;;não;;;;;;;;;;;
16/09/2020;16,0;sim;25,0;sim;34,0;sim;0,0;sim;26;30;;não;;não;;;;;;;;;;;
15/09/2020;19,0;sim;25,5;sim;32,0;sim;0,0;sim;25;29;;não;;não;;;;;;;;;;;
14/09/2020;17,0;sim;26,0;sim;35,0;sim;0,0;sim;24;28;;não;;não;;;;;;;;;;;
13/09/2020;19,0;sim;27,0;sim;35,0;sim;0,0;sim;23;27;;não;;não;;;;;;;;;;;
12/09/2020;18,0;sim;27,0;sim;36,0;sim;0,0;sim;22;26;;não;;não;;;;;;;;;;;
11/09/2020;17,0;sim;26,0;sim;35,0;sim;0,0;sim;21;25;;não;;não;;;;;;;;;;;
10/09/2020;17,0;sim;25,5;sim;34,0;sim;0,0;sim;20;24;;não;;não;;;;;;;;;;;
09/09/2020;17,0;sim;25,5;sim;34,0;sim;0,0;sim;19;23;;não;;não;;;;;;;;;;;
08/09/2020;18,0;sim;25,5;sim;33,0;sim;0,0;sim;18;22;;não;;não;;;;;;;;;;;
07/09/2020;19,0;sim;26,0;sim;33,0;sim;0,0;sim;17;21;;não;;não;;;;;;;;;;;
06/09/2020;18,0;sim;25,5;sim;33,0;sim;0,0;sim;16;20;;não;;não;;;;;;;;;;;
05/09/2020;16,0;sim;24,0;sim;32,0;sim;0,0;sim;15;19;;não;;não;;;;;;;;;;;
04/09/2020;16,0;sim;24,0;sim;32,0;sim;0,0;sim;14;18;;não;;não;;;;;;;;;;;
03/09/2020;17,0;sim;23,5;sim;30,0;sim;0,0;sim;13;17;;não;;não;;;;;;;;;;;
02/09/2020;15,0;sim;22,5;sim;30,0;sim;0,0;sim;12;16;;não;;não;;;;;;;;;;;
01/09/2020;16,0;sim;23,5;sim;31,0;sim;0,0;sim;11;15;;não;;não;;;;;;;;;;;
31/08/2020;17,0;sim;24,5;sim;32,0;sim;0,0;sim;10;14;;não;;não;;;;;;;;;;;
30/08/2020;14,0;sim;23,0;sim;32,0;sim;0,0;sim;9;13;;não;;não;;;;;;;;;;;
29/08/2020;14,0;sim;22,0;sim;30,0;sim;0,0;sim;8;12;;não;;não;;;;;;;;;;;
28/08/2020;14,0;sim;22,0;sim;30,0;sim;0,0;sim;7;11;;não;;não;;;;;;;;;;;
27/08/2020;12,0;sim;19,5;sim;27,0;sim;0,0;sim;6;10;;não;;não;;;;;;;;;;;
26/08/2020;9,0;sim;17,0;sim;25,0;sim;0,03;sim;5;9;;não;;não;;;;;;;;;;;
25/08/2020;9,0;sim;17,0;sim;25,0;sim;0,0;sim;4;8;;não;;não;;;;;;;;;;;
24/08/2020;9,0;sim;16,5;sim;24,0;sim;0,01;sim;3;7;;não;;não;;;;;;;;;;;
23/08/2020;6,0;sim;13,5;sim;21,0;sim;0,0;sim;2;6;;não;;não;;;;;;;;;;;
22/08/2020;8,0;sim;12,0;sim;16,0;sim;0,0;sim;1;5;;não;;não;;;;;;;;;;;
21/08/2020;13,0;sim;14,0;sim;15,0;sim;4,03;sim;0;4;;não;;não;;;;;;;;;;;
20/08/2020;16,0;sim;19,5;sim;23,0;sim;0,0;sim;2;3;;não;;não;;;;;;;;;;;
19/08/2020;22,0;sim;26,5;sim;31,0;sim;0,02;sim;1;2;;não;;não;;;;;;;;;;;
18/08/2020;18,0;sim;23,5;sim;29,0;sim;1,65;sim;0;1;;não;;não;;;;;;;;;;;
17/08/2020;18,0;sim;21,5;sim;25,0;sim;28,92;sim;0;0;;não;;não;;;;;;;;;;;
16/08/2020;19,0;sim;24,5;sim;30,0;sim;0,3;sim;31;50;;não;;não;;;;;;;;;;;
15/08/2020;19,0;sim;25,0;sim;31,0;sim;0,29;sim;30;49;;não;;não;;;;;;;;;;;
14/08/2020;19,0;sim;25,0;sim;31,0;sim;0,28;sim;29;48;;não;;não;;;;;;;;;;;
13/08/2020;15,0;sim;22,0;sim;29,0;sim;0,25;sim;28;47;;não;;não;;;;;;;;;;;
12/08/2020;13,0;sim;21,0;sim;29,0;sim;0,2;sim;27;46;;não;;não;;;;;;;;;;;
11/08/2020;11,0;sim;19,5;sim;28,0;sim;0,0;sim;26;45;;não;;não;;;;;;;;;;;
10/08/2020;14,0;sim;21,0;sim;28,0;sim;0,0;sim;25;44;;não;;não;;;;;;;;;;;
09/08/2020;13,0;sim;19,0;sim;25,0;sim;0,0;sim;24;43;;não;;não;;;;;;;;;;;
08/08/2020;12,0;sim;19,0;sim;26,0;sim;0,0;sim;23;42;;não;;não;;;;;;;;;;;
07/08/2020;14,0;sim;20,5;sim;27,0;sim;0,0;sim;22;41;;não;;não;;;;;;;;;;;
06/08/2020;11,0;sim;18,5;sim;26,0;sim;0,0;sim;21;40;;não;;não;;;;;;;;;;;
05/08/2020;12,0;sim;18,5;sim;25,0;sim;0,0;sim;20;39;;não;;não;;;;;;;;;;;
04/08/2020;12,0;sim;19,0;sim;26,0;sim;0,0;sim;19;38;;não;;não;;;;;;;;;;;
03/08/2020;10,0;sim;18,0;sim;26,0;sim;0,0;sim;18;37;;não;;não;;;;;;;;;;;
02/08/2020;14,0;sim;20,5;sim;27,0;sim;0,0;sim;17;36;;não;;não;;;;;;;;;;;
01/08/2020;15,0;sim;21,0;sim;27,0;sim;0,0;sim;16;35;;não;;não;;;;;;;;;;;
31/07/2020;13,0;sim;18,5;sim;24,0;sim;0,0;sim;15;34;;não;;não;;;;;;;;;;;
30/07/2020;14,0;sim;18,5;sim;23,0;sim;0,0;sim;14;33;;não;;não;;;;;;;;;;;
29/07/2020;14,0;sim;21,0;sim;28,0;sim;0,0;sim;13;32;;não;;não;;;;;;;;;;;
28/07/2020;15,0;sim;21,5;sim;28,0;sim;0,0;sim;12;31;;não;;não;;;;;;;;;;;
27/07/2020;14,0;sim;20,5;sim;27,0;sim;0,0;sim;11;30;;não;;não;;;;;;;;;;;
26/07/2020;16,0;sim;21,5;sim;27,0;sim;0,0;sim;10;29;;não;;não;;;;;;;;;;;
25/07/2020;14,0;sim;20,5;sim;27,0;sim;0,0;sim;9;28;;não;;não;;;;;;;;;;;
24/07/2020;13,0;sim;20,5;sim;28,0;sim;0,0;sim;8;27;;não;;não;;;;;;;;;;;
23/07/2020;14,0;sim;20,5;sim;27,0;sim;0,09;sim;7;26;;não;;não;;;;;;;;;;;
22/07/2020;13,0;sim;20,0;sim;27,0;sim;0,0;sim;6;25;;não;;não;;;;;;;;;;;
21/07/2020;12,0;sim;19,5;sim;27,0;sim;0,0;sim;5;24;;não;;não;;;;;;;;;;;
20/07/2020;13,0;sim;19,5;sim;26,0;sim;0,0;sim;4;23;;não;;não;;;;;;;;;;;
19/07/2020;14,0;sim;20,0;sim;26,0;sim;0,0;sim;3;22;;não;;não;;;;;;;;;;;
18/07/2020;17,0;sim;22,5;sim;28,0;sim;0,0;sim;2;21;;não;;não;;;;;;;;;;;
17/07/2020;15,0;sim;21,0;sim;27,0;sim;0,0;sim;1;20;;não;;não;;;;;;;;;;;
16/07/2020;13,0;sim;19,0;sim;25,0;sim;2,57;sim;0;19;;não;;não;;;;;;;;;;;
15/07/2020;13,0;sim;20,0;sim;27,0;sim;0,0;sim;18;18;;não;;não;;;;;;;;;;;
14/07/2020;15,0;sim;20,5;sim;26,0;sim;0,0;sim;17;17;;não;;não;;;;;;;;;;;
13/07/2020;13,0;sim;20,0;sim;27,0;sim;0,0;sim;16;16;;não;;não;;;;;;;;;;;
12/07/2020;16,0;sim;21,5;sim;27,0;sim;0,07;sim;15;15;;não;;não;;;;;;;;;;;
11/07/2020;13,0;sim;19,5;sim;26,0;sim;0,0;sim;14;14;;não;;não;;;;;;;;;;;
10/07/2020;14,0;sim;20,0;sim;26,0;sim;0,0;sim;13;13;;não;;não;;;;;;;;;;;
09/07/2020;17,0;sim;20,0;sim;23,0;sim;0,57;sim;12;12;;não;;não;;;;;;;;;;;
08/07/2020;15,0;sim;20,5;sim;26,0;sim;0,0;sim;11;11;;não;;não;;;;;;;;;;;
07/07/2020;14,0;sim;21,0;sim;28,0;sim;0,01;sim;10;10;;não;;não;;;;;;;;;;;
06/07/2020;13,0;sim;20,5;sim;28,0;sim;0,0;sim;9;9;;não;;não;;;;;;;;;;;
05/07/2020;14,0;sim;19,5;sim;25,0;sim;0,0;sim;8;8;;não;;não;;;;;;;;;;;
04/07/2020;10,0;sim;16,5;sim;23,0;sim;0,0;sim;7;7;;não;;não;;;;;;;;;;;
03/07/2020;5,0;sim;13,0;sim;21,0;sim;0,0;sim;6;6;;não;;não;;;;;;;;;;;
02/07/2020;7,0;sim;12,5;sim;18,0;sim;0,0;sim;5;5;;não;;não;;;;;;;;;;;
01/07/2020;12,0;sim;16,0;sim;20,0;sim;0,46;sim;4;4;;não;;não;;;;;;;;;;;
30/06/2020;16,0;sim;19,5;sim;23,0;sim;0,0;sim;3;3;;não;;não;;;;;;;;;;;
29/06/2020;12,0;sim;18,0;sim;24,0;sim;0,0;sim;2;2;;não;;não;;;;;;;;;;;
28/06/2020;13,0;sim;17,0;sim;21,0;sim;0,0;sim;1;1;;não;;não;;;;;;;;;;;
27/06/2020;14,0;sim;19,5;sim;25,0;sim;10,42;sim;0;0;;não;;não;;;;;;;;;;;
26/06/2020;16,0;sim;20,5;sim;25,0;sim;2,74;sim;0;19;;não;;não;;;;;;;;;;;
25/06/2020;13,0;sim;19,5;sim;26,0;sim;0,0;sim;18;18;;não;;não;;;;;;;;;;;
24/06/2020;13,0;sim;19,5;sim;26,0;sim;0,0;sim;17;17;;não;;não;;;;;;;;;;;
23/06/2020;12,0;sim;20,0;sim;28,0;sim;0,0;sim;16;16;;não;;não;;;;;;;;;;;
22/06/2020;13,0;sim;19,5;sim;26,0;sim;0,0;sim;15;15;;não;;não;;;;;;;;;;;
21/06/2020;13,0;sim;19,0;sim;25,0;sim;0,0;sim;14;14;;não;;não;;;;;;;;;;;
20/06/2020;11,0;sim;18,0;sim;25,0;sim;0,0;sim;13;13;;não;;não;;;;;;;;;;;
19/06/2020;15,0;sim;19,5;sim;24,0;sim;0,0;sim;12;12;;não;;não;;;;;;;;;;;
18/06/2020;15,0;sim;19,0;sim;23,0;sim;0,0;sim;11;11;;não;;não;;;;;;;;;;;
17/06/2020;15,0;sim;20,0;sim;25,0;sim;0,0;sim;10;10;;não;;não;;;;;;;;;;;
16/06/2020;14,0;sim;19,5;sim;25,0;sim;0,0;sim;9;9;;não;;não;;;;;;;;;;;
15/06/2020;15,0;sim;20,0;sim;25,0;sim;0,0;sim;8;8;;não;;não;;;;;;;;;;;
14/06/2020;17,0;sim;21,5;sim;26,0;sim;0,0;sim;7;7;;não;;não;;;;;;;;;;;
13/06/2020;18,0;sim;23,0;sim;28,0;sim;0,0;sim;6;6;;não;;não;;;;;;;;;;;
12/06/2020;18,0;sim;23,0;sim;28,0;sim;0,0;sim;5;5;;não;;não;;;;;;;;;;;
11/06/2020;17,0;sim;22,5;sim;28,0;sim;0,75;sim;4;4;;não;;não;;;;;;;;;;;
10/06/2020;18,0;sim;23,0;sim;28,0;sim;0,1;sim;3;3;;não;;não;;;;;;;;;;;
09/06/2020;16,0;sim;21,5;sim;27,0;sim;0,68;sim;2;2;;não;;não;;;;;;;;;;;
08/06/2020;16,0;sim;21,0;sim;26,0;sim;0,0;sim;1;1;;não;;não;;;;;;;;;;;
07/06/2020;18,0;sim;20,5;sim;23,0;sim;19,52;sim;0;0;;não;;não;;;;;;;;;;;
06/06/2020;17,0;sim;21,0;sim;25,0;sim;0,02;sim;2;14;;não;;não;;;;;;;;;;;
05/06/2020;17,0;sim;21,5;sim;26,0;sim;0,13;sim;1;13;;não;;não;;;;;;;;;;;
04/06/2020;15,0;sim;20,0;sim;25,0;sim;4,0;sim;0;12;;não;;não;;;;;;;;;;;
03/06/2020;13,0;sim;19,0;sim;25,0;sim;0,1;sim;1;11;;não;;não;;;;;;;;;;;
02/06/2020;10,0;sim;18,0;sim;26,0;sim;1,45;sim;0;10;;não;;não;;;;;;;;;;;
01/06/2020;9,0;sim;16,5;sim;24,0;sim;0,0;sim;9;9;;não;;não;;;;;;;;;;;
31/05/2020;10,0;sim;17,5;sim;25,0;sim;0,0;sim;8;8;;não;;não;;;;;;;;;;;
30/05/2020;13,0;sim;19,0;sim;25,0;sim;0,0;sim;7;7;;não;;não;;;;;;;;;;;
29/05/2020;12,0;sim;18,0;sim;24,0;sim;0,0;sim;6;6;;não;;não;;;;;;;;;;;
28/05/2020;6,0;sim;14,5;sim;23,0;sim;0,0;sim;5;5;;não;;não;;;;;;;;;;;
27/05/2020;6,0;sim;14,0;sim;22,0;sim;0,0;sim;4;4;;não;;não;;;;;;;;;;;
26/05/2020;8,0;sim;13,5;sim;19,0;sim;0,0;sim;3;3;;não;;não;;;;;;;;;;;
25/05/2020;7,0;sim;13,5;sim;20,0;sim;0,0;sim;2;2;;não;;não;;;;;;;;;;;
24/05/2020;10,0;sim;14,0;sim;18,0;sim;0,26;sim;1;1;;não;;não;;;;;;;;;;;
23/05/2020;16,0;sim;19,0;sim;22,0;sim;34,06;sim;0;0;;não;;não;;;;;;;;;;;
22/05/2020;16,0;sim;17,5;sim;19,0;sim;0,0;sim;9;54;;não;;não;;;;;;;;;;;
21/05/2020;16,0;sim;21,0;sim;26,0;sim;0,0;sim;8;53;;não;;não;;;;;;;;;;;
20/05/2020;18,0;sim;23,0;sim;28,0;sim;0,0;sim;7;52;;não;;não;;;;;;;;;;;
19/05/2020;14,0;sim;20,0;sim;26,0;sim;0,0;sim;6;51;;não;;não;;;;;;;;;;;
18/05/2020;12,0;sim;19,0;sim;26,0;sim;0,0;sim;5;50;;não;;não;;;;;;;;;;;
17/05/2020;15,0;sim;19,5;sim;24,0;sim;0,0;sim;4;49;;não;;não;;;;;;;;;;;
16/05/2020;14,0;sim;19,0;sim;24,0;sim;0,0;sim;3;48;;não;;não;;;;;;;;;;;
15/05/2020;16,0;sim;19,5;sim;23,0;sim;0,11;sim;2;47;;não;;não;;;;;;;;;;;
14/05/2020;16,0;sim;19,5;sim;23,0;sim;0,09;sim;1;46;;não;;não;;;;;;;;;;;
13/05/2020;12,0;sim;19,0;sim;26,0;sim;2,14;sim;0;45;;não;;não;;;;;;;;;;;
12/05/2020;14,0;sim;19,5;sim;25,0;sim;0,0;sim;6;44;;não;;não;;;;;;;;;;;
11/05/2020;12,0;sim;17,5;sim;23,0;sim;0,0;sim;5;43;;não;;não;;;;;;;;;;;
10/05/2020;11,0;sim;17,5;sim;24,0;sim;0,0;sim;4;42;;não;;não;;;;;;;;;;;
09/05/2020;15,0;sim;20,0;sim;25,0;sim;0,0;sim;3;41;;não;;não;;;;;;;;;;;
08/05/2020;10,0;sim;16,0;sim;22,0;sim;0,0;sim;2;40;;não;;não;;;;;;;;;;;
07/05/2020;12,0;sim;15,5;sim;19,0;sim;0,01;sim;1;39;;não;;não;;;;;;;;;;;
06/05/2020;4,0;sim;13,5;sim;23,0;sim;1,08;sim;0;38;;não;;não;;;;;;;;;;;
05/05/2020;12,0;sim;18,5;sim;25,0;sim;0,16;sim;21;37;;não;;não;;;;;;;;;;;
04/05/2020;13,0;sim;19,0;sim;25,0;sim;0,0;sim;20;36;;não;;não;;;;;;;;;;;
03/05/2020;16,0;sim;19,5;sim;23,0;sim;0,0;sim;19;35;;não;;não;;;;;;;;;;;
02/05/2020;13,0;sim;19,5;sim;26,0;sim;0,0;sim;18;34;;não;;não;;;;;;;;;;;
01/05/2020;14,0;sim;20,5;sim;27,0;sim;0,0;sim;17;33;;não;;não;;;;;;;;;;;
30/04/2020;12,0;sim;18,5;sim;25,0;sim;0,01;sim;16;32;;não;;não;;;;;;;;;;;
29/04/2020;15,0;sim;20,5;sim;26,0;sim;0,0;sim;15;31;;não;;não;;;;;;;;;;;
28/04/2020;15,0;sim;21,0;sim;27,0;sim;0,0;sim;14;30;;não;;não;;;;;;;;;;;
27/04/2020;15,0;sim;21,5;sim;28,0;sim;0,0;sim;13;29;;não;;não;;;;;;;;;;;
26/04/2020;16,0;sim;22,0;sim;28,0;sim;0,0;sim;12;28;;não;;não;;;;;;;;;;;
25/04/2020;19,0;sim;24,5;sim;30,0;sim;0,0;sim;11;27;;não;;não;;;;;;;;;;;
24/04/2020;13,0;sim;20,5;sim;28,0;sim;0,0;sim;10;26;;não;;não;;;;;;;;;;;
23/04/2020;16,0;sim;22,0;sim;28,0;sim;0,0;sim;9;25;;não;;não;;;;;;;;;;;
22/04/2020;16,0;sim;21,0;sim;26,0;sim;0,0;sim;8;24;;não;;não;;;;;;;;;;;
21/04/2020;16,0;sim;21,5;sim;27,0;sim;0,0;sim;7;23;;não;;não;;;;;;;;;;;
20/04/2020;15,0;sim;20,5;sim;26,0;sim;0,0;sim;6;22;;não;;não;;;;;;;;;;;
19/04/2020;17,0;sim;22,5;sim;28,0;sim;0,0;sim;5;21;;não;;não;;;;;;;;;;;
18/04/2020;15,0;sim;21,0;sim;27,0;sim;0,0;sim;4;20;;não;;não;;;;;;;;;;;
17/04/2020;17,0;sim;22,0;sim;27,0;sim;0,0;sim;3;19;;não;;não;;;;;;;;;;;
16/04/2020;14,0;sim;19,5;sim;25,0;sim;0,0;sim;2;18;;não;;não;;;;;;;;;;;
15/04/2020;18,0;sim;21,5;sim;25,0;sim;0,25;sim;1;17;;não;;não;;;;;;;;;;;
14/04/2020;16,0;sim;20,0;sim;24,0;sim;8,62;sim;0;16;;não;;não;;;;;;;;;;;
13/04/2020;15,0;sim;21,5;sim;28,0;sim;0,0;sim;6;15;;não;;não;;;;;;;;;;;
12/04/2020;16,0;sim;22,5;sim;29,0;sim;0,0;sim;5;14;;não;;não;;;;;;;;;;;
11/04/2020;14,0;sim;20,5;sim;27,0;sim;0,18;sim;4;13;;não;;não;;;;;;;;;;;
10/04/2020;13,0;sim;21,0;sim;29,0;sim;0,42;sim;3;12;;não;;não;;;;;;;;;;;
09/04/2020;15,0;sim;21,0;sim;27,0;sim;0,0;sim;2;11;;não;;não;;;;;;;;;;;
08/04/2020;18,0;sim;21,0;sim;24,0;sim;0,0;sim;1;10;;não;;não;;;;;;;;;;;
07/04/2020;20,0;sim;23,5;sim;27,0;sim;5,93;sim;0;9;;não;;não;;;;;;;;;;;
06/04/2020;17,0;sim;22,5;sim;28,0;sim;0,0;sim;7;8;;não;;não;;;;;;;;;;;
05/04/2020;16,0;sim;22,0;sim;28,0;sim;0,0;sim;6;7;;não;;não;;;;;;;;;;;
04/04/2020;14,0;sim;20,5;sim;27,0;sim;0,0;sim;5;6;;não;;não;;;;;;;;;;;
03/04/2020;20,0;sim;23,5;sim;27,0;sim;0,0;sim;4;5;;não;;não;;;;;;;;;;;
02/04/2020;20,0;sim;24,0;sim;28,0;sim;0,0;sim;3;4;;não;;não;;;;;;;;;;;
01/04/2020;19,0;sim;24,5;sim;30,0;sim;0,04;sim;2;3;;não;;não;;;;;;;;;;;
31/03/2020;19,0;sim;24,0;sim;29,0;sim;0,0;sim;1;2;;não;;não;;;;;;;;;;;
30/03/2020;20,0;sim;24,0;sim;28,0;sim;2,57;sim;0;1;;não;;não;;;;;;;;;;;
29/03/2020;20,0;sim;23,0;sim;26,0;sim;40,93;sim;0;0;;não;;não;;;;;;;;;;;
28/03/2020;16,0;sim;22,0;sim;28,0;sim;0,09;sim;7;31;;não;;não;;;;;;;;;;;
27/03/2020;15,0;sim;21,0;sim;27,0;sim;0,0;sim;6;30;;não;;não;;;;;;;;;;;
26/03/2020;16,0;sim;22,5;sim;29,0;sim;0,0;sim;5;29;;não;;não;;;;;;;;;;;
25/03/2020;14,0;sim;20,5;sim;27,0;sim;0,0;sim;4;28;;não;;não;;;;;;;;;;;
24/03/2020;15,0;sim;21,0;sim;27,0;sim;0,0;sim;3;27;;não;;não;;;;;;;;;;;
23/03/2020;16,0;sim;22,0;sim;28,0;sim;0,0;sim;2;26;73,0;não;;não;;;;;;;;0,0;;;
22/03/2020;19,0;sim;23,5;sim;28,0;sim;0,0;sim;1;25;;não;;não;;;;;;;;;;;
21/03/2020;16,0;sim;22,5;sim;29,0;sim;2,29;sim;0;24;90,0;não;;não;;;;;;;83,0;;;;
20/03/2020;22,0;sim;24,5;sim;27,0;sim;5,11;sim;0;23;98,0;não;;não;;;;;;;91,0;;1,0;;
19/03/2020;21,0;sim;25,5;sim;30,0;sim;2,83;sim;0;22;84,0;não;19,0;não;;;;;;1,0;;;;;
18/03/2020;19,0;sim;24,5;sim;30,0;sim;8,48;sim;0;21;73,0;não;;não;;;;;;;;0,0;;;
17/03/2020;21,0;sim;26,0;sim;31,0;sim;4,95;sim;0;20;77,0;não;;não;;;;;;;;0,0;;;
16/03/2020;22,0;sim;25,5;sim;29,0;sim;1,95;sim;0;19;77,0;não;;não;;;;;;;;0,0;;;
15/03/2020;20,0;sim;26,0;sim;32,0;sim;0,45;sim;7;18;;não;;não;;;;;;;;;;;
14/03/2020;18,0;sim;25,0;sim;32,0;sim;0,0;sim;6;17;71,0;não;;não;;;;;;;75,0;0,0;0,0;;
13/03/2020;19,0;sim;25,5;sim;32,0;sim;0,0;sim;5;16;70,0;não;;não;;;;;;;;0,0;;;
12/03/2020;19,0;sim;25,0;sim;31,0;sim;0,0;sim;4;15;66,0;não;;não;;;;;;;;0,0;;;
11/03/2020;18,0;sim;23,5;sim;29,0;sim;0,0;sim;3;14;90,0;não;;não;;;;;;;;0,0;;;
10/03/2020;18,0;sim;23,5;sim;29,0;sim;0,0;sim;2;13;73,0;não;;não;;;;;;;;0,0;;;
09/03/2020;17,0;sim;22,0;sim;27,0;sim;0,0;sim;1;12;71,0;não;;não;;;;;;;;0,0;;;
08/03/2020;17,0;sim;19,0;sim;21,0;sim;1,73;sim;0;11;;não;;não;;;;;;;;;;;
07/03/2020;16,0;sim;22,5;sim;29,0;sim;0,0;sim;9;10;72,0;não;;não;;;;;;1,0;67,0;0,0;1,0;;
06/03/2020;16,0;sim;22,0;sim;28,0;sim;0,0;sim;8;9;71,0;não;;não;;;;;;1,0;;0,0;;;
05/03/2020;19,0;sim;23,5;sim;28,0;sim;0,0;sim;7;8;70,0;não;;não;;;;;;1,0;;0,0;;;
04/03/2020;17,0;sim;23,0;sim;29,0;sim;0,0;sim;6;7;76,0;não;;não;;;;;;1,0;;0,0;;;
03/03/2020;18,0;sim;22,5;sim;27,0;sim;0,0;sim;5;6;78,0;não;;não;;;;;;1,0;;0,0;;;
02/03/2020;19,0;sim;22,0;sim;25,0;sim;0,1;sim;4;5;82,0;não;;não;;;;;;;;0,0;;;
01/03/2020;16,0;sim;21,5;sim;27,0;sim;0,69;sim;3;4;;não;;não;;;;;;;;;;;
29/02/2020;17,0;sim;21,0;sim;25,0;sim;0,0;sim;2;3;88,0;não;;não;;;;;;1,0;87,0;;;;
28/02/2020;17,0;sim;22,0;sim;27,0;sim;0,63;sim;1;2;88,0;não;;não;;;0,0;;08:00:00;1,0;95,0;0,0;;;
27/02/2020;18,0;sim;21,0;sim;24,0;sim;4,23;sim;0;1;94,0;não;;não;;;;;;;;;;;
