data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
26/02/2020;21,0;sim;24,0;sim;27,0;sim;41,34;sim;0;0;56,0;não;;não;;;;;;1,0;;;;;
25/02/2020;20,0;sim;23,5;sim;27,0;sim;3,03;sim;0;4;90,0;não;;não;;;;;;1,0;97,0;;1,0;;
24/02/2020;18,0;sim;21,5;sim;25,0;sim;0,19;sim;1;3;83,0;não;;não;;;;;;;91,0;0,0;;;
23/02/2020;18,0;sim;21,5;sim;25,0;sim;1,22;sim;0;2;;não;;não;;;;;;;;;;;
22/02/2020;20,0;sim;23,0;sim;26,0;sim;0,0;sim;1;1;87,0;não;;não;;;;;;1,0;86,0;;;;
21/02/2020;21,0;sim;24,0;sim;27,0;sim;13,72;sim;0;0;96,0;não;;não;;;0,0;;;1,0;97,0;72,0;1,0;;
20/02/2020;22,0;sim;26,0;sim;30,0;sim;8,07;sim;0;9;78,0;não;;não;;;;;;1,0;;;;;
19/02/2020;22,0;sim;26,5;sim;31,0;sim;6,26;sim;0;8;87,0;não;;não;;;;;;1,0;;;;;
18/02/2020;21,0;sim;26,5;sim;32,0;sim;1,68;sim;0;7;84,0;não;;não;;;;;;1,0;;;;;
17/02/2020;21,0;sim;25,5;sim;30,0;sim;0,0;sim;6;6;78,0;não;;não;;;;;;1,0;;0,0;;;
16/02/2020;22,0;sim;23,0;sim;24,0;sim;0,0;sim;5;5;;não;;não;;;;;;;;;;;
15/02/2020;19,0;sim;24,5;sim;30,0;sim;0,0;sim;4;4;74,0;não;;não;;;;;;1,0;84,0;0,0;1,0;;
14/02/2020;18,0;sim;24,0;sim;30,0;sim;0,0;sim;3;3;80,0;não;;não;;;;;;;85,0;0,0;0,0;;
13/02/2020;17,0;sim;22,0;sim;27,0;sim;0,0;sim;2;2;88,0;não;;não;;;;;;1,0;;0,0;;;
12/02/2020;17,0;sim;20,0;sim;23,0;sim;0,13;sim;1;1;89,0;não;;não;;;;;;1,0;;;;;
11/02/2020;19,0;sim;21,5;sim;24,0;sim;14,56;sim;0;0;96,0;não;;não;;;;;;1,0;;;;;
10/02/2020;20,0;sim;21,5;sim;23,0;sim;12,15;sim;0;0;97,0;não;;não;;;;;;;;0,0;;;
09/02/2020;18,0;sim;22,5;sim;27,0;sim;1,24;sim;0;2;;não;;não;;;;;;;;;;;
08/02/2020;18,0;sim;22,5;sim;27,0;sim;0,0;sim;1;1;81,0;não;;não;;;;;;;84,0;;1,0;;
07/02/2020;20,0;sim;25,0;sim;30,0;sim;10,24;sim;0;0;90,0;não;;não;;;;;;;;;;;
06/02/2020;21,0;sim;24,5;sim;28,0;sim;9,37;sim;0;5;88,0;não;20,0;não;;;;;;1,0;;;;;
05/02/2020;20,0;sim;24,0;sim;28,0;sim;3,91;sim;0;4;93,0;não;;não;;;;;;1,0;;;;;
04/02/2020;20,0;sim;24,0;sim;28,0;sim;5,98;sim;0;3;84,0;não;;não;;;;;;;;;;;
03/02/2020;22,0;sim;24,0;sim;26,0;sim;3,5;sim;0;2;83,0;não;;não;;;;;;1,0;;0,0;;;
02/02/2020;18,0;sim;22,0;sim;26,0;sim;1,12;sim;0;1;;não;;não;;;;;;;;;;;
01/02/2020;22,0;sim;24,5;sim;27,0;sim;20,1;sim;0;0;88,0;não;;não;;;0,0;;;1,0;97,0;;1,0;;
31/01/2020;22,0;sim;25,0;sim;28,0;sim;4,82;sim;0;8;89,0;não;20,0;não;;;2,0;;;1,0;81,0;;0,0;;
30/01/2020;22,0;sim;25,0;sim;28,0;sim;8,85;sim;0;7;96,0;não;;não;;;;;;;;;;;
29/01/2020;19,0;sim;25,0;sim;31,0;sim;0,0;sim;5;6;99,0;não;;não;;;;;;1,0;;;;;
28/01/2020;18,0;sim;25,0;sim;32,0;sim;0,0;sim;4;5;63,0;não;;não;;;;;;;;0,0;;;
27/01/2020;17,0;sim;24,5;sim;32,0;sim;0,0;sim;3;4;47,0;não;;não;;;;;;1,0;;0,0;;;
26/01/2020;17,0;sim;23,5;sim;30,0;sim;0,0;sim;2;3;;não;;não;;;;;;;;;;;
25/01/2020;17,0;sim;22,0;sim;27,0;sim;0,0;sim;1;2;78,0;não;;não;;;;;;;80,0;0,0;1,0;;
24/01/2020;19,0;sim;23,5;sim;28,0;sim;1,88;sim;0;1;91,0;não;;não;;;;;;;83,0;;;;
23/01/2020;18,0;sim;23,5;sim;29,0;sim;22,26;sim;0;0;95,0;não;;não;;;;;;1,0;;;;;
22/01/2020;18,0;sim;23,0;sim;28,0;sim;3,86;sim;0;10;78,0;não;;não;;;;;;;;0,0;;;
21/01/2020;17,0;sim;23,5;sim;30,0;sim;0,0;sim;1;9;82,0;não;17,0;não;;;;;;;;;;;
20/01/2020;18,0;sim;23,5;sim;29,0;sim;1,53;sim;0;8;75,0;não;;não;;;;;;1,0;;0,0;;;
19/01/2020;20,0;sim;23,5;sim;27,0;sim;0,0;sim;2;7;;não;;não;;;;;;;;;;;
18/01/2020;19,0;sim;23,5;sim;28,0;sim;0,0;sim;1;6;76,0;não;;não;;;;;;;81,0;0,0;;;
17/01/2020;20,0;sim;22,5;sim;25,0;sim;1,27;sim;0;5;84,0;não;;não;;;;;;1,0;82,0;0,0;;;
16/01/2020;22,0;sim;25,5;sim;29,0;sim;0,75;sim;3;4;68,0;não;;não;;;;;;1,0;;0,0;;;
15/01/2020;21,0;sim;25,5;sim;30,0;sim;0,0;sim;2;3;76,0;não;;não;;;;;;1,0;;0,0;;;
14/01/2020;21,0;sim;25,5;sim;30,0;sim;0,6;sim;1;2;84,0;não;;não;;;;;;1,0;;0,0;;;
13/01/2020;20,0;sim;24,0;sim;28,0;sim;4,86;sim;0;1;80,0;não;;não;;;;;;1,0;;0,0;;;
12/01/2020;22,0;sim;25,5;sim;29,0;sim;27,27;sim;0;0;;não;;não;;;;;;;;;;;
11/01/2020;22,0;sim;25,0;sim;28,0;sim;3,38;sim;0;2;86,0;não;;não;;;;;;1,0;92,0;0,0;0,0;;
10/01/2020;22,0;sim;25,0;sim;28,0;sim;3,03;sim;0;1;89,0;não;20,0;não;;;;;;1,0;91,0;;1,0;;
09/01/2020;23,0;sim;25,5;sim;28,0;sim;14,78;sim;0;0;88,0;não;;não;;;;;;1,0;;10,0;;;
08/01/2020;22,0;sim;26,0;sim;30,0;sim;22,39;sim;0;0;90,0;não;;não;;;;;;1,0;;;;;
07/01/2020;21,0;sim;25,5;sim;30,0;sim;17,11;sim;0;0;77,0;não;;não;;;;;;;;;;;
06/01/2020;20,0;sim;24,0;sim;28,0;sim;0,65;sim;1;1;;não;;não;;;;;;;;0,0;;;
05/01/2020;19,0;sim;23,0;sim;27,0;sim;18,3;sim;0;0;;não;;não;;;;;;;;;;;
04/01/2020;18,0;sim;22,5;sim;27,0;sim;19,57;sim;0;0;;não;;não;;;;;;;;;;;
03/01/2020;19,0;sim;23,5;sim;28,0;sim;1,77;sim;0;1;;não;;não;;;;;;;;;;;
02/01/2020;21,0;sim;24,5;sim;28,0;sim;17,58;sim;0;0;;não;;não;;;;;;;;;;;
01/01/2020;21,0;sim;26,0;sim;31,0;sim;5,34;sim;0;9;;não;;não;;;;;;;;;;;
31/12/2019;23,0;sim;26,5;sim;30,0;sim;0,53;sim;3;8;;não;;não;;;;;;;;;;;
30/12/2019;21,0;sim;23,5;sim;26,0;sim;0,0;sim;2;7;;não;;não;;;;;;;;;;;
29/12/2019;21,0;sim;28,0;sim;35,0;sim;0,0;sim;1;6;;não;;não;;;;;;;;;;;
28/12/2019;20,0;sim;25,5;sim;31,0;sim;2,0;sim;0;5;;não;;não;;;;;;;;;;;
27/12/2019;19,0;sim;25,0;sim;31,0;sim;0,0;sim;3;4;;não;;não;;;;;;;;;;;
26/12/2019;20,0;sim;26,0;sim;32,0;sim;0,0;sim;2;3;;não;;não;;;;;;;;;;;
25/12/2019;19,0;sim;24,5;sim;30,0;sim;0,0;sim;1;2;;não;;não;;;;;;;;;;;
24/12/2019;19,0;sim;23,5;sim;28,0;sim;1,0;sim;0;1;;não;;não;;;;;;;;;;;
23/12/2019;19,0;sim;22,0;sim;25,0;sim;23,0;sim;0;0;;não;;não;;;;;;;;;;;
22/12/2019;20,0;sim;23,0;sim;26,0;sim;21,0;sim;0;0;;não;;não;;;;;;;;;;;
21/12/2019;21,0;sim;24,0;sim;27,0;sim;14,0;sim;0;0;;não;;não;;;;;;;;;;;
20/12/2019;20,0;sim;23,5;sim;27,0;sim;40,0;sim;0;0;;não;;não;;;;;;;;;;;
19/12/2019;20,0;sim;23,5;sim;27,0;sim;9,0;sim;0;1;;não;;não;;;;;;;;;;;
18/12/2019;19,0;sim;22,0;sim;25,0;sim;40,0;sim;0;0;;não;;não;;;;;;;;;;;
17/12/2019;21,0;sim;26,0;sim;31,0;sim;6,0;sim;0;3;;não;;não;;;;;;;;;;;
16/12/2019;20,0;sim;24,5;sim;29,0;sim;2,0;sim;0;2;;não;;não;;;;;;;;;;;
15/12/2019;21,0;sim;24,5;sim;28,0;sim;5,0;sim;0;1;;não;;não;;;;;;;;;;;
14/12/2019;20,0;sim;24,0;sim;28,0;sim;16,0;sim;0;0;79,0;não;;não;;;;;;1,0;77,0;;;;
13/12/2019;20,0;sim;24,0;sim;28,0;sim;25,0;sim;0;0;81,0;não;;não;;;;;;1,0;86,0;0,0;;;
12/12/2019;21,0;sim;23,5;sim;26,0;sim;14,0;sim;0;0;85,0;não;;não;;;;;;1,0;;;;;
11/12/2019;20,0;sim;22,5;sim;25,0;sim;30,0;sim;0;0;96,0;não;19,0;não;;;;;;1,0;;;;;
10/12/2019;20,0;sim;23,0;sim;26,0;sim;23,0;sim;0;0;91,0;não;;não;;;;;;1,0;;;;;
09/12/2019;21,0;sim;24,0;sim;27,0;sim;5,0;sim;0;3;75,0;não;;não;;;;;;;;0,0;;;
08/12/2019;19,0;sim;24,5;sim;30,0;sim;0,0;sim;2;2;;não;;não;;;;;;;;;;;
07/12/2019;20,0;sim;25,0;sim;30,0;sim;0,0;sim;1;1;64,0;não;;não;;;;;;;67,0;;1,0;;
06/12/2019;19,0;sim;22,0;sim;25,0;sim;32,0;sim;0;0;97,0;não;20,0;não;;;0,0;;;1,0;98,0;;0,0;;
05/12/2019;20,0;sim;23,5;sim;27,0;sim;16,0;sim;0;0;92,0;não;;não;;;;;;1,0;;;;;
04/12/2019;19,0;sim;23,5;sim;28,0;sim;3,0;sim;0;6;76,0;não;20,0;não;;;;;;1,0;;0,0;;;
03/12/2019;17,0;sim;22,5;sim;28,0;sim;0,0;sim;1;5;80,0;não;;não;;;;;;1,0;;0,0;;;
02/12/2019;19,0;sim;23,5;sim;28,0;sim;5,0;sim;0;4;73,0;não;;não;;;;;;;;0,0;;;
01/12/2019;21,0;sim;25,5;sim;30,0;sim;4,0;sim;0;3;;não;;não;;;;;;;;;;;
30/11/2019;20,0;sim;24,5;sim;29,0;sim;6,37;sim;0;2;86,0;não;;não;;;;;;;83,0;;1,0;;
29/11/2019;17,0;sim;21,5;sim;26,0;sim;5,0;sim;0;1;71,0;não;;não;;;;;;;;0,0;;;
28/11/2019;20,0;sim;22,5;sim;25,0;sim;26,0;sim;0;0;84,0;não;;não;;;;;;0,0;;;;;
27/11/2019;18,0;sim;24,0;sim;30,0;sim;15,0;sim;0;0;74,0;não;;não;;;;;;;;0,0;;;
26/11/2019;17,0;sim;23,0;sim;29,0;sim;1,0;sim;0;3;70,0;não;;não;;;;;;;;0,0;;;
25/11/2019;15,0;sim;21,5;sim;28,0;sim;0,0;sim;1;2;72,0;não;;não;;;;;;;;0,0;;;
24/11/2019;17,0;sim;20,0;sim;23,0;sim;1,0;sim;0;1;;não;;não;;;;;;;;;;;
23/11/2019;21,0;sim;25,0;sim;29,0;sim;24,0;sim;0;0;75,0;não;;não;;;;;;;87,0;;;;
22/11/2019;20,0;sim;25,0;sim;30,0;sim;21,0;sim;0;0;67,0;não;;não;;;;;;;;0,0;;;
21/11/2019;18,0;sim;24,0;sim;30,0;sim;12,0;sim;0;0;74,0;não;;não;;;;;;1,0;;;;;
20/11/2019;19,0;sim;25,0;sim;31,0;sim;7,0;sim;0;6;69,0;não;;não;;;;;;;;0,0;;;
19/11/2019;19,0;sim;25,5;sim;32,0;sim;3,0;sim;0;5;71,0;não;;não;;;;;;;74,0;0,0;;;
18/11/2019;16,0;sim;24,0;sim;32,0;sim;0,0;sim;3;4;76,0;não;;não;;;;;;;;0,0;;;
17/11/2019;15,0;sim;21,5;sim;28,0;sim;0,0;sim;2;3;;não;;não;;;;;;;;;;;
16/11/2019;17,0;sim;22,0;sim;27,0;sim;0,0;sim;1;2;;não;;não;;;;;;;;;;;
15/11/2019;20,0;sim;22,5;sim;25,0;sim;8,0;sim;0;1;;não;;não;;;;;;;;;;;
14/11/2019;22,0;sim;25,0;sim;28,0;sim;27,0;sim;0;0;88,0;não;;não;;;;;;;;16,0;;;
13/11/2019;19,0;sim;24,0;sim;29,0;sim;15,0;sim;0;0;68,0;não;;não;;;;;;;;0,0;;;
12/11/2019;20,0;sim;24,0;sim;28,0;sim;8,0;sim;0;3;76,0;não;;não;;;;;;;;0,0;;;
11/11/2019;23,0;sim;25,0;sim;27,0;sim;0,0;sim;1;2;75,0;não;;não;;;;;;;;0,0;;;
10/11/2019;22,0;sim;25,0;sim;28,0;sim;7,17;sim;0;1;;não;;não;;;;;;;;;;;
09/11/2019;22,0;sim;25,5;sim;29,0;sim;14,0;sim;0;0;;não;;não;;;;;;;;;;;
08/11/2019;21,0;sim;24,5;sim;28,0;sim;24,0;sim;0;0;84,0;não;;não;;;;;;;;0,0;;;
07/11/2019;20,0;sim;25,0;sim;30,0;sim;14,0;sim;0;0;72,0;não;;não;;;;;;;;0,0;;;
06/11/2019;22,0;sim;26,5;sim;31,0;sim;17,0;sim;0;0;88,0;não;;não;;;;;;;;;;;
05/11/2019;21,0;sim;28,0;sim;35,0;sim;6,0;sim;0;7;91,0;não;;não;;;;;;;;;;;
04/11/2019;21,0;sim;27,0;sim;33,0;sim;0,0;sim;1;6;63,0;não;;não;;;;;;1,0;;0,0;;;
03/11/2019;21,0;sim;27,0;sim;33,0;sim;3,0;sim;0;5;;não;;não;;;;;;;;;;;
02/11/2019;19,0;sim;26,5;sim;34,0;sim;1,0;sim;0;4;;não;;não;;;;;;;;;;;
01/11/2019;19,0;sim;26,0;sim;33,0;sim;2,0;sim;0;3;69,0;não;;não;;;;;;;;0,0;;;
31/10/2019;21,0;sim;26,0;sim;31,0;sim;3,0;sim;0;2;67,0;não;;não;;;;;;1,0;;1,0;;;
30/10/2019;21,0;sim;26,0;sim;31,0;sim;2,0;sim;0;1;72,0;não;;não;;;;;;1,0;;;;;
29/10/2019;22,0;sim;26,5;sim;31,0;sim;17,0;sim;0;0;76,0;não;;não;;;;;;1,0;;0,0;;;
28/10/2019;19,0;sim;26,0;sim;33,0;sim;6,0;sim;0;7;;não;;não;;;;;;;;;;;
27/10/2019;20,0;sim;26,5;sim;33,0;sim;2,0;sim;0;6;;não;;não;;;;;;;;;;;
26/10/2019;20,0;sim;26,5;sim;33,0;sim;1,0;sim;0;5;;não;;não;;;;;;;;;;;
25/10/2019;18,0;sim;25,0;sim;32,0;sim;3,0;sim;0;4;58,0;não;;não;;;;;;1,0;;0,0;;;
24/10/2019;16,0;sim;23,5;sim;31,0;sim;3,0;sim;0;3;78,0;não;;não;;;;;;;;0,0;;;
23/10/2019;18,0;sim;23,0;sim;28,0;sim;2,0;sim;0;2;58,0;não;;não;;;;;;1,0;;0,0;;;
22/10/2019;20,0;sim;24,5;sim;29,0;sim;7,0;sim;0;1;85,0;não;;não;;;;;;;;;;;
21/10/2019;17,0;sim;23,0;sim;29,0;sim;12,0;sim;0;0;87,0;não;;não;;;;;;;;0,0;;;
20/10/2019;19,0;sim;24,5;sim;30,0;sim;1,0;sim;0;1;;não;;não;;;;;;;;;;;
19/10/2019;21,0;sim;27,5;sim;34,0;sim;19,66;sim;0;0;;não;;não;;;;;;;;;;;
18/10/2019;21,0;sim;26,5;sim;32,0;sim;2,02;sim;0;46;69,0;não;;não;;;;;;1,0;;0,0;;;
17/10/2019;18,0;sim;25,5;sim;33,0;sim;0,0;sim;3;45;57,0;não;;não;;;;;;;;0,0;;;
16/10/2019;16,0;sim;25,5;sim;35,0;sim;0,0;sim;2;44;53,0;não;;não;;;;;;;;0,0;;;
15/10/2019;20,0;sim;26,5;sim;33,0;sim;0,03;sim;1;43;72,0;não;;não;;;;;;;;0,0;;;
14/10/2019;21,0;sim;28,5;sim;36,0;sim;1,02;sim;0;42;44,0;não;;não;;;;;;;;0,0;;;
13/10/2019;21,0;sim;28,0;sim;35,0;sim;0,68;sim;4;41;;não;;não;;;;;;;;;;;
12/10/2019;19,0;sim;25,5;sim;32,0;sim;0,0;sim;3;40;;não;;não;;;;;;;;;;;
11/10/2019;18,0;sim;24,0;sim;30,0;sim;0,0;sim;2;39;65,0;não;;não;;;;;;;;0,0;;;
10/10/2019;17,0;sim;22,5;sim;28,0;sim;0,57;sim;1;38;74,0;não;;não;;;;;;;;0,0;;;
09/10/2019;17,0;sim;21,0;sim;25,0;sim;2,83;sim;0;37;90,0;não;;não;;;;;;1,0;;;;;
08/10/2019;16,0;sim;23,0;sim;30,0;sim;3,94;sim;0;36;81,0;não;;não;;;;;;1,0;;0,0;;;
07/10/2019;20,0;sim;25,0;sim;30,0;sim;0,03;sim;1;35;79,0;não;;não;;;;;;1,0;;0,0;;;
06/10/2019;22,0;sim;26,0;sim;30,0;sim;9,54;sim;0;34;;não;;não;;;;;;;;;;;
05/10/2019;19,0;sim;25,5;sim;32,0;sim;0,0;sim;9;33;;não;;não;;;;;;;;;;;
04/10/2019;15,0;sim;24,0;sim;33,0;sim;0,0;sim;8;32;45,0;não;;não;;;;;;;;0,0;;;
03/10/2019;19,0;sim;26,0;sim;33,0;sim;0,0;sim;7;31;47,0;não;;não;;;;;;1,0;;0,0;;;
02/10/2019;18,0;sim;26,0;sim;34,0;sim;0,0;sim;6;30;52,0;não;;não;;;;;;1,0;;0,0;;;
01/10/2019;18,0;sim;26,0;sim;34,0;sim;0,0;sim;5;29;59,0;não;;não;;;;;;;;0,0;;;
30/09/2019;16,0;sim;24,0;sim;32,0;sim;0,0;sim;4;28;76,0;não;;não;5,2;;;;;;;0,0;;;
29/09/2019;16,0;sim;24,0;sim;32,0;sim;0,0;sim;3;27;;não;;não;5,2;;;;;;;;;;
28/09/2019;14,0;sim;20,0;sim;26,0;sim;0,0;sim;2;26;;não;;não;3,14;;;;;;;;;;
27/09/2019;14,0;sim;19,5;sim;25,0;sim;0,0;sim;1;25;70,0;não;;não;2,81;;;;;;;;;;
26/09/2019;16,0;sim;17,5;sim;19,0;sim;5,88;sim;0;24;93,0;não;;não;1,14;;;;;1,0;;;;;
25/09/2019;17,0;sim;18,5;sim;20,0;sim;5,24;sim;0;23;96,0;não;;não;1,27;;;;;1,0;;;;;
24/09/2019;14,0;sim;21,0;sim;28,0;sim;0,0;sim;3;22;63,0;não;;não;3,81;;;;;;;0,0;;;
23/09/2019;13,0;sim;20,0;sim;27,0;sim;0,0;sim;2;21;64,0;não;;não;3,56;;;;;;;0,0;;;
22/09/2019;19,0;sim;24,5;sim;30,0;sim;0,0;sim;1;20;;não;;não;3,92;;;;;;;;;;
21/09/2019;20,0;sim;27,5;sim;35,0;sim;1,92;sim;0;19;;não;;não;5,6;;;;;;;;;;
20/09/2019;22,0;sim;28,5;sim;35,0;sim;1,33;sim;0;18;50,0;não;;não;5,45;;;;;;;0,0;;;
19/09/2019;17,0;sim;27,0;sim;37,0;sim;0,0;sim;15;17;46,0;não;19,0;não;6,09;;;;;1,0;;0,0;;;
18/09/2019;19,0;sim;26,5;sim;34,0;sim;0,01;sim;14;16;40,0;não;;não;5,45;;;;;;;0,0;;;
17/09/2019;20,0;sim;26,5;sim;33,0;sim;0,0;sim;13;15;40,0;não;;não;5,11;;;;;;;0,0;;;
16/09/2019;18,0;sim;26,5;sim;35,0;sim;0,0;sim;12;14;52,0;não;;não;5,74;;;;;;;0,0;;;
15/09/2019;19,0;sim;26,5;sim;34,0;sim;0,0;sim;11;13;;não;;não;5,45;;;;;;;;;;
14/09/2019;18,0;sim;26,5;sim;35,0;sim;0,0;sim;10;12;;não;;não;5,74;;;;;;;;;;
13/09/2019;20,0;sim;26,5;sim;33,0;sim;0,0;sim;9;11;58,0;não;;não;5,11;;;;;1,0;;0,0;;;
12/09/2019;22,0;sim;28,5;sim;35,0;sim;0,0;sim;8;10;36,0;não;;não;5,45;;;;;1,0;;0,0;;;
11/09/2019;20,0;sim;27,0;sim;34,0;sim;0,0;sim;7;9;42,0;não;;não;5,37;;;;;1,0;;0,0;;;
10/09/2019;20,0;sim;27,0;sim;34,0;sim;0,0;sim;6;8;51,0;não;;não;5,37;;;;;1,0;;0,0;;;
09/09/2019;18,0;sim;24,0;sim;30,0;sim;0,0;sim;5;7;55,0;não;;não;3,94;;;;;1,0;;0,0;;;
08/09/2019;18,0;sim;24,5;sim;31,0;sim;0,0;sim;4;6;;não;;não;4,71;;;;;;;;;;
07/09/2019;18,0;sim;24,0;sim;30,0;sim;0,0;sim;3;5;;não;;não;3,92;;;;;;;;;;
06/09/2019;15,0;sim;22,0;sim;29,0;sim;0,0;sim;2;4;69,0;não;15,0;não;3,92;;;;;1,0;;0,0;;;
05/09/2019;18,0;sim;23,0;sim;28,0;sim;0,43;sim;1;3;82,0;não;;não;3,21;;;;;;;0,0;;;
04/09/2019;19,0;sim;23,5;sim;28,0;sim;5,63;sim;0;2;88,0;não;;não;3,1;;;;;1,0;;;;;
03/09/2019;18,0;sim;23,5;sim;29,0;sim;2,79;sim;0;1;79,0;não;;não;3,54;;;;;1,0;;;;;
02/09/2019;15,0;sim;23,0;sim;31,0;sim;38,88;sim;0;0;82,0;não;;não;5,01;;;;;1,0;;0,0;;;
01/09/2019;15,0;sim;24,0;sim;33,0;sim;9,57;sim;0;27;;não;;não;5,53;;;;;;;;;;
31/08/2019;16,0;sim;24,5;sim;33,0;sim;2,39;sim;0;26;;não;;não;5,45;;;;;;;;;;
30/08/2019;14,0;sim;23,0;sim;32,0;sim;0,0;sim;7;25;49,0;não;;não;5,37;;;;;;;0,0;;;
29/08/2019;14,0;sim;21,0;sim;28,0;sim;0,0;sim;6;24;56,0;não;;não;3,61;;;;;;;0,0;;;
28/08/2019;15,0;sim;22,0;sim;29,0;sim;0,12;sim;5;23;79,0;não;;não;3,84;;;;;1,0;;0,0;;;
27/08/2019;14,0;sim;21,0;sim;28,0;sim;0,23;sim;4;22;59,0;não;;não;3,6;;;;;;;0,0;;;
26/08/2019;13,0;sim;20,5;sim;28,0;sim;0,0;sim;3;21;63,0;não;;não;3,71;;;;;;;0,0;;;
25/08/2019;10,0;sim;18,0;sim;26,0;sim;0,0;sim;2;20;;não;;não;3,36;;;;;;;;;;
24/08/2019;13,0;sim;19,5;sim;26,0;sim;0,0;sim;1;19;;não;;não;3,03;;;;;;;;;;
23/08/2019;11,0;sim;19,0;sim;27,0;sim;2,55;sim;0;18;89,0;não;;não;3,57;;;;;1,0;;0,0;;;
22/08/2019;13,0;sim;19,5;sim;26,0;sim;0,0;sim;3;17;76,0;não;12,0;não;3,01;;;;;;;0,0;;;
21/08/2019;14,0;sim;21,0;sim;28,0;sim;0,0;sim;2;16;83,0;não;;não;3,56;;;;;1,0;;0,0;;;
20/08/2019;15,0;sim;21,0;sim;27,0;sim;0,2;sim;1;15;91,0;não;14,0;não;3,11;;;;;1,0;;;;;
19/08/2019;15,0;sim;22,0;sim;29,0;sim;1,2;sim;0;14;69,0;não;;não;3,78;;;;;1,0;;0,0;;;
18/08/2019;13,0;sim;19,5;sim;26,0;sim;0,0;sim;13;13;;não;;não;2,99;;;;;;;;;;
17/08/2019;12,0;sim;18,5;sim;25,0;sim;0,0;sim;12;12;;não;;não;2,78;;;;;;;;;;
16/08/2019;11,0;sim;17,5;sim;24,0;sim;0,0;sim;11;11;58,0;não;12,0;não;2,58;;;;;1,0;;0,0;;;
15/08/2019;9,0;sim;16,0;sim;23,0;sim;0,0;sim;10;10;63,0;não;;não;2,48;;;;;;;0,0;;;
14/08/2019;13,0;sim;18,5;sim;24,0;sim;0,0;sim;9;9;85,0;não;;não;2,38;;;;;;;0,0;;;
13/08/2019;16,0;sim;23,5;sim;31,0;sim;0,0;sim;8;8;50,0;não;;não;4,91;;;;;1,0;;0,0;;;
12/08/2019;17,0;sim;23,0;sim;29,0;sim;0,0;sim;7;7;48,0;não;;não;3,5;;;;;1,0;;0,0;;;
11/08/2019;14,0;sim;22,0;sim;30,0;sim;0,0;sim;6;6;;não;;não;4,81;;;;;;;;;;
10/08/2019;14,0;sim;21,5;sim;29,0;sim;0,0;sim;5;5;;não;;não;3,83;;;;;;;;;;
09/08/2019;15,0;sim;21,5;sim;28,0;sim;0,0;sim;4;4;56,0;não;;não;3,36;;;;;;;0,0;;;
08/08/2019;15,0;sim;21,5;sim;28,0;sim;0,0;sim;3;3;64,0;não;;não;3,36;;;;;;;0,0;;;
07/08/2019;14,0;sim;19,5;sim;25,0;sim;0,0;sim;2;2;74,0;não;;não;2,54;;;;;;;0,0;;;
06/08/2019;13,0;sim;18,0;sim;23,0;sim;0,0;sim;1;1;78,0;não;;não;2,09;;;;;;;0,0;;;
05/08/2019;11,0;sim;16,0;sim;21,0;sim;10,61;sim;0;0;89,0;não;;não;1,76;;;;;;;0,0;;;
04/08/2019;10,0;sim;12,5;sim;15,0;sim;27,58;sim;0;0;;não;;não;0,72;;;;;;;;;;
