data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
16/01/2019;20,0;sim;26,0;sim;32,0;sim;2,53;sim;0;4;70,0;não;;não;4,81;;;;;1,0;;0,0;;;
15/01/2019;22,0;sim;27,0;sim;32,0;sim;4,98;sim;0;3;79,0;não;;não;4,6;;;;;0,0;;;;;
14/01/2019;21,0;sim;26,0;sim;31,0;sim;0,78;sim;2;2;69,0;não;;não;4,5;;;;;1,0;;0,0;;;
13/01/2019;21,0;sim;26,5;sim;32,0;sim;0,75;sim;1;1;;não;;não;4,71;;;;;;;;;;
12/01/2019;22,0;sim;27,0;sim;32,0;sim;35,1;sim;0;0;88,0;não;;não;4,6;;;;;1,0;95,0;0,0;1,0;;
11/01/2019;21,0;sim;27,5;sim;34,0;sim;0,08;sim;3;6;57,0;não;;não;5,29;;;;;1,0;;0,0;;;
10/01/2019;21,0;sim;26,0;sim;31,0;sim;0,6;sim;2;5;54,0;não;;não;4,52;;;;;1,0;;0,0;;;
09/01/2019;22,0;sim;26,5;sim;31,0;sim;0,0;sim;1;4;62,0;não;;não;4,38;;;;;;;0,0;;;
08/01/2019;22,0;sim;26,5;sim;31,0;sim;4,1;sim;0;3;62,0;não;;não;4,38;;;;;1,0;;0,0;;;
07/01/2019;21,0;sim;25,0;sim;29,0;sim;0,0;sim;1;2;74,0;não;;não;3,72;;;;;1,0;;0,0;;;
06/01/2019;20,0;sim;24,0;sim;28,0;sim;1,5;sim;0;1;;não;;não;3,47;;;;;;;;;;
05/01/2019;21,0;sim;22,5;sim;24,0;sim;37,15;sim;0;0;97,0;não;;não;2,08;;0,0;;;1,0;97,0;;1,0;;
04/01/2019;21,0;sim;25,0;sim;29,0;sim;14,03;sim;0;0;84,0;não;;não;3,73;;;;;0,0;;;;;
03/01/2019;20,0;sim;24,5;sim;29,0;sim;3,2;sim;0;11;74,0;não;;não;3,86;;;;;1,0;;0,0;;;
02/01/2019;20,0;sim;25,5;sim;31,0;sim;0,18;sim;1;10;75,0;não;;não;4,68;;;;;1,0;;;;;
01/01/2019;21,0;sim;26,0;sim;31,0;sim;5,6;sim;0;9;75,0;não;;não;4,54;;;;;;98,0;0,0;;;
31/12/2018;21,0;sim;27,0;sim;33,0;sim;0,05;sim;3;8;77,0;não;;não;5,01;;;;;1,0;;0,0;;;
30/12/2018;20,0;sim;26,0;sim;32,0;sim;0,0;sim;2;7;;não;;não;4,81;;;;;;;;;;
29/12/2018;18,0;sim;24,0;sim;30,0;sim;0,25;sim;1;6;;não;;não;4,55;;;;;;;;;;
28/12/2018;20,0;sim;24,5;sim;29,0;sim;2,0;sim;0;5;;não;;não;3,87;;;;;;;;;;
27/12/2018;20,0;sim;24,5;sim;29,0;sim;1,73;sim;0;4;;não;;não;3,87;;;;;;;;;;
26/12/2018;21,0;sim;24,0;sim;27,0;sim;0,75;sim;1;3;;não;;não;3,02;;;;;;;;;;
25/12/2018;21,0;sim;23,5;sim;26,0;sim;1,93;sim;0;2;;não;;não;2,69;;;;;;;;;;
24/12/2018;21,0;sim;24,5;sim;28,0;sim;6,18;sim;0;1;;não;;não;3,37;;;;;;;;;;
23/12/2018;23,0;sim;26,5;sim;30,0;sim;16,28;sim;0;0;;não;;não;3,87;;;;;;;;;;
22/12/2018;18,0;sim;23,0;sim;28,0;sim;5,9;sim;0;3;;não;;não;3,74;;;;;;;;;;
21/12/2018;18,0;sim;22,0;sim;26,0;sim;3,9;sim;0;2;;não;;não;3,02;;;;;;;;;;
20/12/2018;19,0;sim;24,5;sim;30,0;sim;0,78;sim;1;1;;não;;não;4,41;;;;;;;;;;
19/12/2018;21,0;sim;26,5;sim;32,0;sim;19,1;sim;0;0;;não;;não;4,71;;;;;;;;;;
18/12/2018;20,0;sim;26,0;sim;32,0;sim;4,5;sim;0;24;;não;;não;4,81;;;;;;;;;;
17/12/2018;20,0;sim;26,5;sim;33,0;sim;0,08;sim;2;23;;não;;não;5,11;;;;;;;;;;
16/12/2018;22,0;sim;27,5;sim;33,0;sim;0,4;sim;1;22;;não;;não;4,91;;;;;;;;;;
15/12/2018;20,0;sim;26,0;sim;32,0;sim;3,8;sim;0;21;61,0;não;;não;4,81;;;;;1,0;73,0;;1,0;;
14/12/2018;20,0;sim;26,5;sim;33,0;sim;0,0;sim;12;20;59,0;não;;não;5,11;;;;;1,0;97,0;0,0;0,0;;
13/12/2018;21,0;sim;26,0;sim;31,0;sim;0,18;sim;11;19;63,0;não;;não;4,55;;;;;;;0,0;;;
12/12/2018;20,0;sim;25,5;sim;31,0;sim;0,0;sim;10;18;54,0;não;;não;4,69;;;;;1,0;;0,0;;;
11/12/2018;19,0;sim;26,0;sim;33,0;sim;0,0;sim;9;17;59,0;não;;não;5,2;;;;;1,0;;0,0;;;
10/12/2018;18,0;sim;22,0;sim;26,0;sim;0,0;sim;8;16;64,0;não;;não;3,01;;;;;;;0,0;;;
09/12/2018;15,0;sim;20,0;sim;25,0;sim;0,0;sim;7;15;;não;;não;3,01;;;;;;;;;;
08/12/2018;18,0;sim;21,0;sim;24,0;sim;0,3;sim;6;14;66,0;não;;não;2,37;;;;;;71,0;0,0;;;
07/12/2018;21,0;sim;26,0;sim;31,0;sim;0,0;sim;5;13;67,0;não;;não;4,54;;;;;1,0;;0,0;;;
06/12/2018;20,0;sim;25,0;sim;30,0;sim;0,03;sim;4;12;67,0;não;;não;4,26;;;;;1,0;;0,0;;;
05/12/2018;21,0;sim;26,0;sim;31,0;sim;0,0;sim;3;11;60,0;não;;não;4,53;;;;;1,0;;0,0;;;
04/12/2018;17,0;sim;23,0;sim;29,0;sim;0,0;sim;2;10;42,0;não;;não;4,25;;;;;1,0;;0,0;;;
03/12/2018;18,0;sim;22,5;sim;27,0;sim;0,78;sim;1;9;75,0;não;;não;3,35;;;;;;75,0;0,0;1,0;;
02/12/2018;21,0;sim;25,0;sim;29,0;sim;1,3;sim;0;8;;não;;não;3,72;;;;;;;;;;
01/12/2018;22,0;sim;25,0;sim;28,0;sim;6,85;sim;0;7;95,0;não;;não;3,22;;;;;1,0;98,0;;1,0;;
30/11/2018;19,0;sim;24,5;sim;30,0;sim;4,4;sim;0;6;55,0;não;;não;4,38;;;;;1,0;88,0;0,0;1,0;;
29/11/2018;20,0;sim;25,0;sim;30,0;sim;0,0;sim;4;5;61,0;não;;não;4,23;;;;;1,0;;0,0;;;
28/11/2018;19,0;sim;24,5;sim;30,0;sim;0,0;sim;3;4;68,0;não;;não;4,37;;;;;;;;;;
27/11/2018;17,0;sim;23,0;sim;29,0;sim;0,28;sim;2;3;67,0;não;;não;4,23;;;;;1,0;;0,0;;;
26/11/2018;17,0;sim;21,5;sim;26,0;sim;0,0;sim;1;2;80,0;não;;não;3,1;;;;;1,0;;0,0;;;
25/11/2018;20,0;sim;25,0;sim;30,0;sim;5,05;sim;0;1;;não;;não;4,22;;;;;;;;;;
24/11/2018;21,0;sim;22,0;sim;23,0;sim;13,33;sim;0;0;;não;;não;1,8;;;;;;95,0;;;;
23/11/2018;18,0;sim;22,5;sim;27,0;sim;1,2;sim;0;4;76,0;não;;não;3,32;;;;;;;0,0;;;
22/11/2018;19,0;sim;23,0;sim;27,0;sim;0,0;sim;3;3;83,0;não;;não;3,2;;;;;;;;;;
21/11/2018;17,0;sim;20,5;sim;24,0;sim;0,0;sim;2;2;79,0;não;;não;2,44;;;;;1,0;;0,0;;;
20/11/2018;18,0;sim;21,0;sim;24,0;sim;0,0;sim;1;1;;não;;não;2,34;;;;;;;;;;
19/11/2018;19,0;sim;21,0;sim;23,0;sim;12,9;sim;0;0;98,0;não;;não;1,96;;;;;1,0;;0,0;;;
18/11/2018;22,0;sim;26,5;sim;31,0;sim;3,05;sim;0;15;;não;;não;4,32;;;;;;;;;;
17/11/2018;20,0;sim;25,5;sim;31,0;sim;0,8;sim;1;14;70,0;não;19,0;não;4,6;;3,0;;;;75,0;0,0;;;
16/11/2018;21,0;sim;25,0;sim;29,0;sim;4,83;sim;0;13;74,0;não;;não;3,66;;;;;1,0;74,0;;;;
15/11/2018;23,0;sim;25,0;sim;27,0;sim;1,85;sim;0;12;98,0;não;;não;2,73;;;;;1,0;82,0;;1,0;;
14/11/2018;22,0;sim;27,0;sim;32,0;sim;4,0;sim;0;11;60,0;não;;não;4,6;;;;;1,0;;0,0;;;
13/11/2018;21,0;sim;25,5;sim;30,0;sim;0,05;sim;5;10;68,0;não;;não;4,03;;;;;;;;;;
12/11/2018;20,0;sim;24,5;sim;29,0;sim;0,0;sim;4;9;71,0;não;;não;3,77;;;;;;;0,0;;;
11/11/2018;18,0;sim;23,5;sim;29,0;sim;0,08;sim;3;8;;não;;não;4,02;;;;;;;;;;
10/11/2018;18,0;sim;23,5;sim;29,0;sim;0,65;sim;2;7;95,0;não;17,0;não;4,01;;;;;1,0;95,0;5,0;1,0;;
09/11/2018;16,0;sim;19,5;sim;23,0;sim;0,03;sim;1;6;75,0;não;;não;2,21;;;;;;;;;;
08/11/2018;19,0;sim;21,0;sim;23,0;sim;6,3;sim;0;5;95,0;não;;não;1,93;;;;;;;;;;
07/11/2018;19,0;sim;23,0;sim;27,0;sim;1,1;sim;0;4;74,0;não;;não;3,14;;;;;;;0,0;;;
06/11/2018;19,0;sim;23,0;sim;27,0;sim;3,0;sim;0;3;72,0;não;;não;3,13;;;;;;;0,0;;;
05/11/2018;19,0;sim;23,0;sim;27,0;sim;0,0;sim;1;2;75,0;não;;não;3,13;;;;;1,0;;0,0;;;
04/11/2018;20,0;sim;24,5;sim;29,0;sim;3,03;sim;0;1;;não;;não;3,72;;;;;;;;;;
03/11/2018;20,0;sim;25,0;sim;30,0;sim;10,0;sim;0;0;66,0;não;;não;4,1;;;;;;95,0;0,0;;;
02/11/2018;21,0;sim;25,5;sim;30,0;sim;2,78;sim;0;14;71,0;não;21,0;não;3,97;;;;;;81,0;0,0;1,0;;
01/11/2018;20,0;sim;24,0;sim;28,0;sim;6,0;sim;0;13;58,0;não;;não;3,34;;;;;;75,0;0,0;;;
31/10/2018;16,0;sim;23,5;sim;31,0;sim;0,2;sim;5;12;53,0;não;;não;4,91;;;;;1,0;;0,0;;;
30/10/2018;14,0;sim;22,0;sim;30,0;sim;0,0;sim;4;11;73,0;não;;não;4,81;;;;;;70,0;0,0;1,0;;
29/10/2018;13,0;sim;19,5;sim;26,0;sim;0,0;sim;3;10;66,0;não;;não;3,44;;;;;1,0;57,0;0,0;;;
28/10/2018;15,0;sim;20,0;sim;25,0;sim;0,0;sim;2;9;;não;;não;2,87;;;;;;;;;;
27/10/2018;21,0;sim;23,0;sim;25,0;sim;0,8;sim;1;8;89,0;não;;não;2,26;;;;;;99,0;;1,0;;
26/10/2018;20,0;sim;23,5;sim;27,0;sim;8,0;sim;0;7;93,0;não;;não;2,97;;1,0;;;1,0;97,0;;0,0;;
25/10/2018;18,0;sim;21,5;sim;25,0;sim;5,3;sim;0;6;95,0;não;;não;2,54;;0,0;;;1,0;99,0;;0,0;;
24/10/2018;21,0;sim;23,0;sim;25,0;sim;1,58;sim;0;5;97,0;não;;não;2,25;;0,0;;;1,0;94,0;;0,0;;
23/10/2018;20,0;sim;26,0;sim;32,0;sim;0,0;sim;4;4;63,0;não;;não;4,81;;;;;1,0;65,0;0,0;1,0;;
22/10/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;3;3;66,0;não;;não;3,64;;;;;;75,0;0,0;0,0;;
21/10/2018;15,0;sim;21,0;sim;27,0;sim;0,0;sim;2;2;;não;;não;3,52;;;;;;;;;;
20/10/2018;17,0;sim;22,0;sim;27,0;sim;0,0;sim;1;1;66,0;não;;não;3,27;;;;;;;0,0;;;
19/10/2018;22,0;sim;25,0;sim;28,0;sim;22,6;sim;0;0;89,0;não;;não;3,04;;;;;;82,0;49,0;;;
18/10/2018;19,0;sim;24,5;sim;30,0;sim;10,15;sim;0;0;79,0;não;;não;4,12;;;;;1,0;88,0;;;;
17/10/2018;22,0;sim;26,0;sim;30,0;sim;6,78;sim;0;2;99,0;não;;não;3,73;;2,0;;;1,0;95,0;;1,0;;
16/10/2018;19,0;sim;25,0;sim;31,0;sim;0,0;sim;1;1;73,0;não;;não;4,6;;;;;1,0;80,0;;1,0;;
15/10/2018;21,0;sim;25,0;sim;29,0;sim;22,48;sim;0;0;94,0;não;;não;3,48;;;;;1,0;;0,0;;;
14/10/2018;21,0;sim;25,0;sim;29,0;sim;0,18;sim;1;4;;não;;não;3,47;;;;;;;;;;
13/10/2018;21,0;sim;26,0;sim;31,0;sim;1,58;sim;0;3;65,0;não;;não;4,22;;;;;1,0;;;;;
12/10/2018;20,0;sim;23,5;sim;27,0;sim;0,0;sim;2;2;60,0;não;;não;2,9;;;;;;86,0;0,0;1,0;;
11/10/2018;19,0;sim;24,5;sim;30,0;sim;0,45;sim;1;1;89,0;não;;não;4,07;;;;;;87,0;;;;
10/10/2018;20,0;sim;24,5;sim;29,0;sim;34,38;sim;0;0;87,0;não;;não;3,56;;;;;1,0;96,0;;0,0;;
09/10/2018;20,0;sim;24,0;sim;28,0;sim;14,83;sim;0;0;87,0;não;;não;3,21;;;;;1,0;85,0;;0,0;;
08/10/2018;20,0;sim;24,0;sim;28,0;sim;12,23;sim;0;0;98,0;não;;não;3,2;;;;;1,0;92,0;0,0;1,0;;
07/10/2018;20,0;sim;24,5;sim;29,0;sim;0,38;sim;3;17;;não;;não;3,54;;;;;;;;;;
06/10/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;2;16;76,0;não;;não;3,3;;;;;1,0;83,0;0,0;;;
05/10/2018;20,0;sim;24,5;sim;29,0;sim;0,0;sim;1;15;74,0;não;;não;3,53;;;;;1,0;78,0;0,0;;;
04/10/2018;20,0;sim;25,0;sim;30,0;sim;3,7;sim;0;14;79,0;não;;não;3,89;;;;;;76,0;;;;
03/10/2018;23,0;sim;28,0;sim;33,0;sim;5,1;sim;0;13;57,0;não;;não;4,81;;;;;1,0;79,0;0,0;;;
02/10/2018;21,0;sim;26,0;sim;31,0;sim;0,18;sim;2;12;66,0;não;;não;4,13;;;;;1,0;64,0;0,0;1,0;;
01/10/2018;21,0;sim;24,0;sim;27,0;sim;0,2;sim;1;11;81,0;não;;não;2,73;;;;;;83,0;0,0;1,0;;
30/09/2018;20,0;sim;22,5;sim;25,0;sim;2,95;sim;0;10;;não;;não;2,24;;;;;;;;;;
29/09/2018;21,0;sim;26,5;sim;32,0;sim;1,6;sim;0;9;69,0;não;;não;4,71;;;;;;74,0;;0,0;;
28/09/2018;19,0;sim;24,0;sim;29,0;sim;0,15;sim;1;8;89,0;não;;não;3,6;;;;;0,0;87,0;0,0;;;
27/09/2018;18,0;sim;23,5;sim;29,0;sim;2,33;sim;0;7;74,0;não;;não;3,71;;;;;1,0;83,0;;1,0;;
26/09/2018;22,0;sim;27,5;sim;33,0;sim;0,3;sim;1;6;69,0;não;;não;4,91;;;;;;67,0;;0,0;;
25/09/2018;19,0;sim;27,0;sim;35,0;sim;3,38;sim;0;5;55,0;não;;não;5,67;;;;;;74,0;0,0;;;
24/09/2018;18,0;sim;25,5;sim;33,0;sim;0,0;sim;3;4;39,0;não;;não;5,29;;;;;1,0;41,0;0,0;;;
23/09/2018;17,0;sim;24,5;sim;32,0;sim;0,0;sim;2;3;;não;;não;5,11;;;;;;;;;;
22/09/2018;15,0;sim;21,5;sim;28,0;sim;0,0;sim;1;2;64,0;não;;não;3,68;;;;;1,0;56,0;0,0;1,0;;
21/09/2018;17,0;sim;24,0;sim;31,0;sim;2,5;sim;0;1;90,0;não;;não;4,81;;;;;;;;;;
20/09/2018;18,0;sim;24,5;sim;31,0;sim;28,43;sim;0;0;91,0;não;;não;4,71;;0,0;;;;99,0;6,0;;;
19/09/2018;17,0;sim;23,0;sim;29,0;sim;0,1;sim;2;2;74,0;não;;não;3,77;;;;;1,0;70,0;;;;
18/09/2018;16,0;sim;20,5;sim;25,0;sim;0,9;sim;1;1;91,0;não;;não;2,56;;;;;1,0;94,0;;1,0;;
17/09/2018;18,0;sim;19,0;sim;20,0;sim;22,08;sim;0;0;97,0;não;;não;1,19;;;;;1,0;97,0;0,0;;;
16/09/2018;10,0;sim;16,5;sim;23,0;sim;0,1;sim;2;2;;não;;não;2,55;;;;;;;;;;
15/09/2018;18,0;sim;21,0;sim;24,0;sim;0,0;sim;1;1;96,0;não;;não;2,08;;1,0;;06:00:00;0,0;93,0;;0,0;;
14/09/2018;19,0;sim;26,0;sim;33,0;sim;14,33;sim;0;0;85,0;não;;não;5,2;;0,0;;;;97,0;;1,0;;
13/09/2018;14,0;sim;21,5;sim;29,0;sim;0,8;sim;19;19;68,0;não;;não;4,1;;;;;;55,0;0,0;;;
12/09/2018;17,0;sim;23,0;sim;29,0;sim;0,0;sim;18;18;60,0;não;;não;3,72;;;;;;;0,0;;;
11/09/2018;17,0;sim;24,0;sim;31,0;sim;0,0;sim;17;17;56,0;não;;não;4,81;;;;;1,0;60,0;0,0;;;
10/09/2018;16,0;sim;23,0;sim;30,0;sim;0,0;sim;16;16;56,0;não;;não;4,6;;;;;1,0;47,0;0,0;;;
09/09/2018;17,0;sim;24,0;sim;31,0;sim;0,0;sim;15;15;;não;;não;4,81;;;;;;;;;;
08/09/2018;18,0;sim;25,0;sim;32,0;sim;0,0;sim;14;14;39,0;não;;não;5,01;;;;;;44,0;0,0;1,0;;
07/09/2018;15,0;sim;22,5;sim;30,0;sim;0,0;sim;13;13;49,0;não;;não;4,71;;;;;;;0,0;;;
06/09/2018;11,0;sim;19,0;sim;27,0;sim;0,0;sim;12;12;53,0;não;;não;3,67;;;;;;46,0;0,0;;;
05/09/2018;12,0;sim;17,5;sim;23,0;sim;0,0;sim;11;11;62,0;não;;não;2,31;;;;;;74,0;0,0;;;
04/09/2018;11,0;sim;15,0;sim;19,0;sim;0,0;sim;10;10;92,0;não;;não;1,42;;;;;1,0;84,0;;;;
03/09/2018;16,0;sim;21,0;sim;26,0;sim;0,43;sim;9;9;83,0;não;;não;2,78;;;;;1,0;;0,0;;;
02/09/2018;23,0;sim;27,0;sim;31,0;sim;0,0;sim;8;8;;não;;não;3,64;;;;;;;;;;
01/09/2018;22,0;sim;26,0;sim;30,0;sim;0,0;sim;7;7;40,0;não;;não;3,41;;;;;;;0,0;;;
31/08/2018;18,0;sim;24,0;sim;30,0;sim;0,0;sim;6;6;45,0;não;;não;3,87;;;;;1,0;61,0;0,0;1,0;;
30/08/2018;18,0;sim;23,5;sim;29,0;sim;0,0;sim;5;5;59,0;não;;não;3,51;;9,0;;;;56,0;0,0;1,0;;
29/08/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;4;4;64,0;não;;não;3,27;;;;;1,0;53,0;0,0;1,0;;
28/08/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;3;3;66,0;não;;não;3,27;;;;;;71,0;0,0;0,0;;
27/08/2018;15,0;sim;20,0;sim;25,0;sim;0,0;sim;2;2;84,0;não;;não;2,54;;;;;;76,0;0,0;;;
26/08/2018;14,0;sim;16,0;sim;18,0;sim;0,08;sim;1;1;;não;;não;1,02;;;;;;;;;;
25/08/2018;17,0;sim;20,0;sim;23,0;sim;22,75;sim;0;0;97,0;não;;não;1,83;;0,0;;;;92,0;;0,0;;
24/08/2018;16,0;sim;23,5;sim;31,0;sim;3,68;sim;0;15;46,0;não;;não;4,91;;;;;;76,0;0,0;1,0;;
23/08/2018;18,0;sim;23,5;sim;29,0;sim;0,93;sim;1;14;51,0;não;;não;3,46;;;;;;56,0;0,0;1,0;;
22/08/2018;18,0;sim;23,0;sim;28,0;sim;1,65;sim;0;13;46,0;não;;não;3,12;;;;;;69,0;0,0;0,0;;
21/08/2018;15,0;sim;22,0;sim;29,0;sim;0,0;sim;6;12;46,0;não;;não;3,79;;;;;;56,0;0,0;0,0;;
20/08/2018;15,0;sim;19,5;sim;24,0;sim;0,0;sim;5;11;52,0;não;;não;2,23;;;;;;56,0;0,0;0,0;;
19/08/2018;14,0;sim;20,5;sim;27,0;sim;0,0;sim;4;10;;não;;não;3,21;;;;;;;;;;
18/08/2018;15,0;sim;20,5;sim;26,0;sim;0,0;sim;3;9;73,0;não;;não;2,79;;;;;;75,0;0,0;0,0;;
17/08/2018;14,0;sim;20,0;sim;26,0;sim;0,0;sim;2;8;76,0;não;;não;2,88;;;;;1,0;78,0;0,0;;;
16/08/2018;17,0;sim;22,0;sim;27,0;sim;0,93;sim;1;7;76,0;não;;não;2,88;;;;;;79,0;0,0;;;
15/08/2018;14,0;sim;20,0;sim;26,0;sim;2,63;sim;0;6;45,0;não;14,0;não;2,87;;;;;1,0;;0,0;;;
14/08/2018;10,0;sim;18,5;sim;27,0;sim;0,0;sim;5;5;53,0;não;;não;3,62;;;;;1,0;71,0;0,0;0,0;;
13/08/2018;11,0;sim;17,5;sim;24,0;sim;0,0;sim;4;4;68,0;não;;não;2,57;;;;;1,0;56,0;0,0;1,0;;
12/08/2018;12,0;sim;18,0;sim;24,0;sim;0,0;sim;3;3;;não;;não;2,47;;;;;;;;;;
11/08/2018;10,0;sim;16,0;sim;22,0;sim;0,0;sim;2;2;72,0;não;;não;2,11;;;;;1,0;72,0;0,0;0,0;;
10/08/2018;10,0;sim;15,0;sim;20,0;sim;0,0;sim;1;1;79,0;não;;não;1,63;;;;;1,0;75,0;0,0;1,0;;
09/08/2018;17,0;sim;20,5;sim;24,0;sim;16,5;sim;0;0;88,0;não;;não;2,02;;;;;1,0;86,0;9,0;;;
08/08/2018;15,0;sim;20,5;sim;26,0;sim;0,85;sim;1;2;74,0;não;;não;2,73;;;;;;79,0;0,0;1,0;;
07/08/2018;14,0;sim;18,0;sim;22,0;sim;4,05;sim;0;1;94,0;não;;não;1,77;;;;;1,0;87,0;;0,0;;
06/08/2018;15,0;sim;18,5;sim;22,0;sim;45,08;sim;0;0;94,0;não;;não;1,69;;;;;1,0;97,0;0,0;1,0;;
05/08/2018;17,0;sim;20,5;sim;24,0;sim;10,6;sim;0;0;;não;;não;2,0;;;;;;;;;;
04/08/2018;16,0;sim;19,5;sim;23,0;sim;36,98;sim;0;0;94,0;não;;não;1,84;;;;;1,0;;;;;
03/08/2018;14,0;sim;18,5;sim;23,0;sim;40,23;sim;0;0;97,0;não;;não;1,99;;0,0;;;1,0;94,0;;1,0;;
02/08/2018;13,0;sim;18,0;sim;23,0;sim;2,7;sim;0;75;85,0;não;;não;2,07;;;;;1,0;78,0;;1,0;;
01/08/2018;13,0;sim;18,5;sim;24,0;sim;0,3;sim;1;74;83,0;não;;não;2,33;;;;;1,0;83,0;0,0;;;
31/07/2018;18,0;sim;22,0;sim;26,0;sim;7,0;sim;0;73;94,0;não;;não;2,42;;;;;;86,0;;;;
30/07/2018;17,0;sim;23,5;sim;30,0;sim;0,95;sim;53;72;45,0;não;;não;3,76;;;;;1,0;60,0;0,0;0,0;;
29/07/2018;17,0;sim;24,0;sim;31,0;sim;0,0;sim;52;71;;não;;não;4,81;;;;;;;;;;
28/07/2018;16,0;sim;22,5;sim;29,0;sim;0,0;sim;51;70;47,0;não;13,0;não;3,52;;;;;;68,0;0,0;0,0;;
27/07/2018;16,0;sim;22,0;sim;28,0;sim;0,0;sim;50;69;54,0;não;;não;3,18;;;;;1,0;63,0;0,0;1,0;;
26/07/2018;14,0;sim;20,5;sim;27,0;sim;0,0;sim;49;68;58,0;não;;não;3,07;;;;;;63,0;0,0;1,0;;
25/07/2018;15,0;sim;20,5;sim;26,0;sim;0,0;sim;48;67;65,0;não;;não;2,67;;;;;;67,0;0,0;0,0;;
24/07/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;47;66;59,0;não;;não;2,86;;;;;0,0;73,0;0,0;;;
23/07/2018;17,0;sim;22,5;sim;28,0;sim;0,0;sim;46;65;58,0;não;;não;3,06;;;;;;60,0;0,0;0,0;;
22/07/2018;13,0;sim;19,5;sim;26,0;sim;0,18;sim;45;64;;não;;não;2,85;;;;;;;;;;
21/07/2018;17,0;sim;23,0;sim;29,0;sim;0,0;sim;44;63;61,0;não;;não;3,37;;;;;1,0;67,0;0,0;0,0;;
20/07/2018;17,0;sim;23,5;sim;30,0;sim;0,0;sim;43;62;61,0;não;;não;3,7;;;;;;72,0;0,0;1,0;;
19/07/2018;19,0;sim;23,5;sim;28,0;sim;0,0;sim;42;61;60,0;não;;não;2,84;;;;;;70,0;0,0;1,0;;
18/07/2018;16,0;sim;21,5;sim;27,0;sim;0,0;sim;41;60;59,0;não;;não;2,84;;;;;;72,0;0,0;0,0;;
17/07/2018;15,0;sim;21,5;sim;28,0;sim;0,0;sim;40;59;49,0;não;;não;3,25;;;;;1,0;60,0;0,0;0,0;;
16/07/2018;15,0;sim;21,5;sim;28,0;sim;0,0;sim;39;58;53,0;não;;não;3,24;;;;;1,0;59,0;0,0;1,0;;
15/07/2018;14,0;sim;21,0;sim;28,0;sim;0,0;sim;38;57;;não;;não;3,35;;;;;;;;;;
14/07/2018;13,0;sim;20,0;sim;27,0;sim;0,0;sim;37;56;45,0;não;;não;3,13;;;;;0,0;61,0;0,0;0,0;;
13/07/2018;10,0;sim;17,5;sim;25,0;sim;0,0;sim;36;55;55,0;não;;não;2,82;;;;;1,0;70,0;0,0;0,0;;
12/07/2018;9,0;sim;15,5;sim;22,0;sim;0,03;sim;35;54;72,0;não;;não;2,1;;;;;1,0;71,0;0,0;1,0;;
11/07/2018;9,0;sim;14,5;sim;20,0;sim;0,58;sim;34;53;67,0;não;;não;1,63;;;;;;63,0;0,0;;;
10/07/2018;12,0;sim;15,5;sim;19,0;sim;0,65;sim;33;52;92,0;não;;não;1,23;;;;;;63,0;0,0;;;
